Order No,Part No,Part Description,Supplier Name,Promised Delivery Date,Actual Delivery Date,Delay (Days),Is Overdue
15230089,8022963,Lightning Arrester N female/female,Supplier_6F8465,2025-01-24,2025-01-24,0,False
15230089,8049926,Gas tube 230 V for LP-NFM-3GHz and  LP-NFF-3GHz,Supplier_6F8465,2025-01-24,2025-01-24,0,False
15230089,8113102,Grounding kit for LMR600 FIMO KMT 15 -YS-Z,Supplier_6F8465,2025-01-24,2025-01-24,0,False
15229827,8120076,"2""/60.3mm No 10 90 Degree Elbow Galvanized",Supplier_16ABF0,2025-01-31,2025-01-31,0,False
15229481,8130909,STHAMEX MARINE 3% F-20 Frostresistant up to -20°C (200L),Supplier_342AC1,2025-01-31,2025-01-30,-1,False
15230084,8131054,"APC Back-UPS 2200VA, 230V, AVR, IEC Sockets",Supplier_B87D09,2025-01-30,2025-02-05,6,True
15230858,8109426,24VDC Solid State Relay,Supplier_5680DD,2025-02-05,2025-02-05,0,False
15230858,8109426,24VDC Solid State Relay,Supplier_5680DD,2025-02-05,2025-02-05,0,False
15230858,8109426,24VDC Solid State Relay,Supplier_5680DD,2025-02-05,2025-02-05,0,False
15230858,8109426,24VDC Solid State Relay,Supplier_5680DD,2025-02-05,2025-02-05,0,False
15231001,8131360,BU 0.6/1 2 6 P17 BLACK DRAKA 2013 without certificate,Supplier_F6E2BB,2025-02-13,2025-02-11,-2,False
15229526,8010868,Consulting Services - Jan. 2025,Supplier_A74BCA,2025-01-31,2025-01-16,-15,False
15231061,8078020,ENERSYS 16EP Battery,Supplier_2064BB,2025-02-11,2025-02-07,-4,False
15229801,8052743,Schneider HPFI modul Vigi iC60 25A 2P 30mA cl. A A9W21225,Supplier_16ABF0,2025-01-17,2025-01-14,-3,False
15229801,8052921,"Miniature Circuit Breaker iC60N C 4A 2P, type A9F04204",Supplier_16ABF0,2025-01-17,2025-01-14,-3,False
15231020,8121533,RJ45 Premium Plug STP Cat.6A/ClassEA,Supplier_BC3711,2025-02-07,2025-02-07,0,False
15229799,8087060,"Gland M20 Ø5-12, IP68, Black",Supplier_16ABF0,2025-01-16,2025-01-14,-2,False
15230504,8016167,Schnorr Washer 8 FZB Form s,Supplier_16ABF0,2025-01-29,2025-01-28,-1,False
15230504,8123504,6 ZN washer D125B PS.A´100,Supplier_16ABF0,2025-01-29,2025-01-28,-1,False
15231396,8017542,OSB finer kasse ISPM no 15 136x46x154cm,Supplier_28328E,2025-02-19,2025-02-14,-5,False
15230360,8131137,PowerEdge R550 Server,Supplier_AA79E5,2025-02-18,2025-02-11,-7,False
15229953,8007253,Release Hose 1/2 Inch  L=400mm,Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8089975,"Hose 1/4 Inch x 270mm, N2 Between N2 Cylinder",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8089976,"Hose 1/4 Inch x 500mm, N2 Between Rows",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090532,"Hose 3/4 Inch x 22L, 900mm, SS316, Reduction Valve",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15230987,8030694,Zener Barrier KFD2-SR2-Ex.1.W.LB,Supplier_16ABF0,2025-02-19,2025-02-10,-9,False
15230982,8098360,Freight cost for PO: 15230357,Supplier_BD1D3D,2025-02-14,2025-02-14,0,False
15229953,8090533,"Hose 3/8 Inch x 10L, 455mm, SS316, N2 Cylinder to Manifold",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090534,"Hose 3/8 Inch x 10L, 455mm, SS316, N2 Manifold to H2O Cylinder",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090535,"Hose 5/8 Inch x 18L, 550mm, SS316, H20 Cylinder to Manifold",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090536,"Hose 1/4 Inch x 450mm, Pilot Line",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090536,"Hose 1/4 Inch x 450mm, Pilot Line",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090537,"Hose 1/4 Inch x 400mm, Pilot Line",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15229953,8090537,"Hose 1/4 Inch x 400mm, Pilot Line",Supplier_39454D,2025-01-31,2025-01-29,-2,False
15230030,8111730,"CMP Fibre washer 20mm, red; (Temperature range 0°C to +100°C)",Supplier_7A255D,2025-01-28,2025-01-28,0,False
15229866,72151800,Open / Short / Load,Supplier_AFFEF1,2025-01-31,2025-01-31,0,False
15230357,8112058,"Handheld Portable Walkie Talkie 1-11010-00021 SC2024: 403-470MHz, Clear, GPS enabled, Bluetooth/WiFi capable, Man-Down capable, Class 3 RF capable",Supplier_BD1D3D,2025-02-13,2025-02-13,0,False
15230357,8017833,"Antenna STP800 Series 407-473MHz Aerial, Incl In Price",Supplier_BD1D3D,2025-02-13,2025-02-13,0,False
15230357,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-02-13,2025-02-13,0,False
15230357,8103994,Sepura Software Activation Licence for TETRA radios. (SALT.10.25.A). Licence to activate a TETRA radio software release. Requires a licence for each version,Supplier_BD1D3D,2025-02-13,2025-02-13,0,False
15229802,8087632,MILESTONE License XProtect Professional+ Device,Supplier_1C2CCF,2025-01-24,2025-01-21,-3,False
15229802,8092044,MILESTONE License XProtect Professional+ Base,Supplier_1C2CCF,2025-01-24,2025-01-21,-3,False
15229772,8030663,N Female /Female Bulkhead 1 hole,Supplier_6F8465,2025-02-21,2025-02-14,-7,False
15229772,8115951,"RPTNC male R/A / 0,5m FF240 / N male",Supplier_6F8465,2025-02-21,2025-02-14,-7,False
15229525,8088029,Remote Support  - Kiran Gopi - January 2025,Supplier_065F63,2025-02-07,2025-02-07,0,False
15230087,8113101,Catalyst 9200L 48-port PoE+4 x,Supplier_AA79E5,2025-02-17,2025-02-17,0,False
15230301,8130623,"Power supply 90-264VAC/24VDC / 5A / 120W with DC OK contact, 2687-2144",Supplier_5680DD,2025-01-30,2025-01-29,-1,False
15231611,8004794,"Socket For RXM2/RXM4, type RXZE2M114",Supplier_16ABF0,2025-02-19,2025-02-18,-1,False
15231611,8005118,"Pin Relay 6A 4C/O W/LED 24VDC, type RXM4AB2BD",Supplier_16ABF0,2025-02-19,2025-02-18,-1,False
15231180,8131397,"Samsung 870 EVO SSD - 1TB - 2.5"" - SATA-600",Supplier_2996E9,2025-02-20,2025-02-18,-2,False
15231471,8131579,"MOXA Smart Ethernet Switch, 2 Ports (ioLogik E1214)",Supplier_5680DD,2025-02-18,2025-02-18,0,False
15229526,8010868,Consulting Services - Feb. 2025,Supplier_A74BCA,2025-02-28,2025-02-18,-10,False
15231196,8131405,SS316. Storz Female 2” BSP. C-52,Supplier_16ABF0,2025-02-20,2025-02-17,-3,False
15231475,8044205,Gland PG16 Brass Nikkel Ø8-15 IP68,Supplier_16ABF0,2025-02-18,2025-02-17,-1,False
15230162,8056811,PROCOM FLG Flange Bracket,Supplier_6F8465,2025-03-03,2025-02-11,-20,False
15230162,8088755,PROCOM Antenna CXL 70-3/f,Supplier_6F8465,2025-03-03,2025-02-11,-20,False
15231483,8131582,IOLOGIK E2214 - I/O Module 6DI 6DO 36V,Supplier_CE347C,2025-02-20,2025-02-19,-1,False
15229885,8098293,"ABTECH Junction Box BPG 13,5, GRP, 400x250x160mm, Grey RAL7001, IP66/67, Empty, No Entries",Supplier_CE0336,2025-02-07,2025-02-10,3,True
15230989,8049528,SemSound Detection Module 20 khz for IS call station,Supplier_593387,2025-02-07,2025-02-07,0,False
15231196,8131402,"60.3X102 MM/2X4"" NO 440H CUT GROOVED",Supplier_16ABF0,2025-03-03,2025-02-19,-12,False
15231196,8131401,"2""/60.3MM 726S 316 SS GROOVED BALL",Supplier_16ABF0,2025-03-03,2025-02-19,-12,False
15230437,8082352,Documentation,Supplier_F7B3B4,2025-02-18,2025-02-18,0,False
15230871,8071583,"N Male crimp LMR400, FF400 crimp less centre pin Jyebao N31EZ-L400",Supplier_6F8465,2025-02-11,2025-02-07,-4,False
15230871,8098305,"Cable, RG223LSFROH 1,5m, BNC Male x N Female",Supplier_6F8465,2025-02-11,2025-02-07,-4,False
15231670,8093512,AXIS PoE Injector T8134 Midspan 60W,Supplier_1C2CCF,2025-02-21,2025-02-19,-2,False
15231331,8088029,15/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15230863,8050259,"Schneider mcb Acti9 iC60N 2P 2A, C-Characteristic 6-10kA 230V, A9F04202",Supplier_16ABF0,2025-02-05,2025-02-04,-1,False
15230863,8050259,"Schneider mcb Acti9 iC60N 2P 2A, C-Characteristic 6-10kA 230V, A9F04202",Supplier_16ABF0,2025-02-05,2025-02-04,-1,False
15229798,8116599,BLITZDUCTOR Modular surge arrester,Supplier_2064BB,2025-01-22,2025-01-20,-2,False
15229798,8118487,LAN surge arrester DPA CL8 EA 4PPOE,Supplier_2064BB,2025-01-22,2025-01-20,-2,False
15230296,8131112,"WAP 2.5-10 End plate (terminals), dark beige",Supplier_EEF9CE,2025-01-28,2025-01-28,0,False
15230314,80111614,Hours,Supplier_5D40FE,2025-04-02,2025-02-12,-49,False
15230314,80111614,Offshore Allowance,Supplier_5D40FE,2025-04-02,2025-02-12,-49,False
15230314,80111614,Travel Cost,Supplier_5D40FE,2025-04-02,2025-02-12,-49,False
15229567,8088029,02/12 Long Term Hire of Personnel,Supplier_28328E,2025-01-10,2025-01-10,0,False
15230437,8108529,"BPG 8, Fixed Dome Camera AXIS P3265",Supplier_F7B3B4,2025-02-18,2025-02-13,-5,False
15230437,8131038,"BPG 8, Outdoor Thermal Camera, M5226",Supplier_F7B3B4,2025-02-18,2025-02-13,-5,False
15231331,8088029,21/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15231331,8088029,29/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15231333,8088029,27/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15231333,8088029,28/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15231333,8088029,29/1 Long-term hire of personnel,Supplier_28328E,2025-02-19,2025-02-19,0,False
15231334,8088029,30/1 Long-term hire of personnel,Supplier_28328E,2025-02-21,2025-02-19,-2,False
15231179,8104073,"Duplex Jumper LC-SC 62,5/125μ
3m, OM1, LSZH, orange",Supplier_BC3711,2025-02-19,2025-02-12,-7,False
15229865,8002558,"Gland, M20 Brass, Ø 9-13 IP68",Supplier_16ABF0,2025-01-15,2025-01-15,0,False
15229688,8064014,"Pipe, Seamless S-10S - 1"" ASME B16.19 - ASTM A-312 Gr. TP-S 316L",Supplier_76426C,2025-01-14,2025-01-15,1,True
15229798,8108787,BLITZDUCTORconnect DRC IRCM,Supplier_2064BB,2025-01-22,2025-01-22,0,False
15229802,8104404,"AXIS, P3265-LVE Outdoor dome camera 2MP with zoom lens. TYPE: 02328-001",Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15229802,81301000,Axis 02768-001 M5526-E 50 Hz,Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15229802,81301000,Axis 02768-001 M5526-E 50 Hz,Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15229802,81301000,Axis 02768-001 M5526-E 50 Hz,Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15230257,8000505,"End Plate WAP 2,5-10 Blue 105008",Supplier_16ABF0,2025-01-23,2025-01-22,-1,False
15230257,8000755,"Through Terminal WDU 2,5 102000",Supplier_16ABF0,2025-01-23,2025-01-22,-1,False
15230257,8000756,"Through Terminal WDU 2,5, Blue 1020080000",Supplier_16ABF0,2025-01-23,2025-01-22,-1,False
15230257,8000764,"End Plate WAP 2,5-10 105000",Supplier_16ABF0,2025-01-23,2025-01-22,-1,False
15230257,8025264,"Patch Cable Cat. 6 UTP, 3 mtr., LSZH, Grey",Supplier_16ABF0,2025-01-23,2025-01-22,-1,False
15229882,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_894681,2025-01-21,2025-01-20,-1,False
15229882,8050946,"RITTAL Rangerpanel 482,6mm(19 Inch)",Supplier_894681,2025-01-21,2025-01-20,-1,False
15229882,8067983,RITTAL Blanking Panel 19 inch 1U (2 pcs/pkg),Supplier_894681,2025-01-21,2025-01-20,-1,False
15229882,8083083,"Rittal Blanking Panel DK, 19 Inch 482.6mm 3U 2 PCS/PKG",Supplier_894681,2025-01-21,2025-01-20,-1,False
15229882,8116572,Terminal box KX 600x400x120 Without A Gland Plate,Supplier_894681,2025-01-21,2025-01-20,-1,False
15229882,8119187,Mounting plate KX 375x585,Supplier_894681,2025-01-21,2025-01-20,-1,False
15230298,8005319,DESITEK Socket For BXT,Supplier_2064BB,2025-01-28,2025-01-28,0,False
15230298,8077331,DEHN Blitz Ductor XT ML2 BD S 5,Supplier_2064BB,2025-01-28,2025-01-28,0,False
15230298,8099487,Surge arrester module type BXT ML2 BD S 24,Supplier_2064BB,2025-01-28,2025-01-28,0,False
15229689,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8067983,RITTAL Blanking Panel 19 inch 1U (2 pcs/pkg),Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8078518,"RITTAL LED System Light 1200 Lumen, 437mm Length, 100-240V, with Sensor",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8079811,RITTAL Connection Cable LED UL Lamp 3m 220 x 35 x 260,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8089775,"Rittal Side Panel VX, Screw-Fixed 2000x800 (2pcs/pkg)",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8097773,"RITTAL Rack VX IT, 800x2000x800mm, Glazed Door, IP55, 482,6mm (19 Inch) Mounting Angles",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8121952,"Base/plinth trim panels, side for base/plinth system VX, sheet steel",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229689,8130955,RITTAL 8660003 VX CORNER 100X800MM PK=2,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8067983,RITTAL Blanking Panel 19 inch 1U (2 pcs/pkg),Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8078518,"RITTAL LED System Light 1200 Lumen, 437mm Length, 100-240V, with Sensor",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8079811,RITTAL Connection Cable LED UL Lamp 3m 220 x 35 x 260,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8089775,"Rittal Side Panel VX, Screw-Fixed 2000x800 (2pcs/pkg)",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8097773,"RITTAL Rack VX IT, 800x2000x800mm, Glazed Door, IP55, 482,6mm (19 Inch) Mounting Angles",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8121952,"Base/plinth trim panels, side for base/plinth system VX, sheet steel",Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229690,8130955,RITTAL 8660003 VX CORNER 100X800MM PK=2,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229691,8130956,RITTAL 5302169 VX IT CROSSBAR BKT PK=4,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229691,8130957,RITTAL 5302167 VX IT CROSS MEMEBER PK=2,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229691,8130958,RITTAL 5302107 VX IT MNTG ANG 42U PK=2,Supplier_AC97B0,2025-01-29,2025-01-23,-6,False
15229755,8130970,Manufacture of Brackets in 5754 H111 according to Prototype,Supplier_A2959F,2025-02-13,2025-01-27,-17,False
15229954,8097937,"WAGO, Circuit Breaker, 1-Channel, 24VDC Input, 0,5A, Communication Capability",Supplier_7E77DD,2025-01-23,2025-01-21,-2,False
15230181,8065295,CS421 2-way Combiner/Splitter 380-470MHz,Supplier_909AE9,2025-01-30,2025-01-23,-7,False
15230371,8131138,"HellermannTyton Cable Tie (strips), Non-detachable, Black, Polyamide 6.6 (PA66), 390mm 4.6 mm",Supplier_5680DD,2025-01-28,2025-01-27,-1,False
15230371,8131139,"RS PRO Cable Ties (Strips), Detachable, Metal, 316 Stainless Steel, 230mm 10mm",Supplier_5680DD,2025-01-28,2025-01-27,-1,False
15229823,8039836,Socket relay for 2 and 4 CO Industrial rellays,Supplier_7E77DD,2025-01-21,2025-01-17,-4,False
15229823,8039841,Retaining clip for relay,Supplier_7E77DD,2025-01-21,2025-01-17,-4,False
15229823,8101652,"WAGO, Relay 230VAC , 4 Changeover Contacts, 5A",Supplier_7E77DD,2025-01-21,2025-01-17,-4,False
15229823,8123327,"Interface module; RJ-45; IDC technology; Cat. 6A; in mounting carrier; with shield connection, p/n 289-197",Supplier_7E77DD,2025-01-21,2025-01-17,-4,False
15229866,72151800,Calibration of Anritsu S412E (S.N: 1504025),Supplier_AFFEF1,2025-01-31,2025-01-23,-8,False
15230161,8097770,"Surge Arrestor Bonding Bar, 3mm AISI316",Supplier_E5618C,2025-01-30,2025-01-23,-7,False
15229862,12142100,One Cylinder Bottle (50L/200Bar),Supplier_3A2B41,2025-01-29,2025-01-30,1,True
15229564,8056637,Radiata Pine Plywood 12x1220x2440mm,Supplier_0995FB,2025-01-10,2025-01-09,-1,False
15229802,81301000,Axis 02768-001 M5526-E 50 Hz,Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15230162,8064776,"Antenna Bracket LW 1 Inch, LW-SS-1""",Supplier_6F8465,2025-01-23,2025-01-31,8,True
15230162,8093646,TIMES MICROWAVE N male crimp for LMR400,Supplier_6F8465,2025-01-23,2025-01-31,8,True
15230162,8093647,"TIMES MICROWAVE LMR-LW400-LSZH, Low loss, 50 Ohm",Supplier_6F8465,2025-01-23,2025-01-31,8,True
15230162,8096051,"TIMES MICROWAVE DC Pass Lightning Arrester, N Female",Supplier_6F8465,2025-01-23,2025-01-31,8,True
15230162,8106131,LP-GPN Female on surge & protected sides 1000-2000MHz N Type F/F Times Microwave,Supplier_6F8465,2025-01-23,2025-01-31,8,True
15230162,8119746,Universal mounting and grounding bracket,Supplier_6F8465,2025-01-23,2025-01-31,8,True
15229802,8095289,"AXIS Camera, PTZ, Dome, 360° Pan, 1920x1080P, Type Q6075-E 50HZ",Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15229802,8095289,"AXIS Camera, PTZ, Dome, 360° Pan, 1920x1080P, Type Q6075-E 50HZ",Supplier_1C2CCF,2025-01-24,2025-01-23,-1,False
15230011,8005118,"Pin Relay 6A 4C/O W/LED 24VDC, type RXM4AB2BD",Supplier_16ABF0,2025-01-17,2025-01-17,0,False
15229692,8072647,Roxtec C KFO 6x1 Frame,Supplier_69B3F2,2025-01-14,2025-01-14,0,False
15229692,8072648,Roxtec C KFO Counter Frame,Supplier_69B3F2,2025-01-14,2025-01-14,0,False
15230596,8131219,"Duplex Jumper LC-ST 62,5/125μ 10m, OM1,LSZH, orange",Supplier_BC3711,2025-01-30,2025-01-30,0,False
15230596,8131220,"Duplex Jumper LC-LC 62,5/125 10m, OM1, LSZH, orange",Supplier_BC3711,2025-01-30,2025-01-30,0,False
15230596,8131221,"Duplex Jumper LC-SC 62,5/125μ 2m, OM1, LSZH, orange",Supplier_BC3711,2025-01-30,2025-01-30,0,False
15230596,8131222,"Duplex Jumper ST-ST 62,5/125μ 2m, OM1, LSZH, orange",Supplier_BC3711,2025-01-30,2025-01-30,0,False
15235539,8133269,Cisco ISA3000 Threat Defense Universal Lic on FDM,Supplier_AA79E5,2025-05-27,2025-05-27,0,False
15235539,8133271,Cisco Firepower 1000 Threat Defense Universal Lic on FDM,Supplier_AA79E5,2025-05-27,2025-05-27,0,False
15234285,8114647,N male / 2m RG223FRNC / N male,Supplier_6F8465,2025-05-29,2025-05-27,-2,False
15234285,8132839,N Female/Female Panel adapter Jyebao AD-N8N8-P4,Supplier_6F8465,2025-05-29,2025-05-27,-2,False
15234285,8132840,PRO-PHY150-2 2-Channel Hybrid Ring Combiner for 150 MHz Transmitters,Supplier_6F8465,2025-05-29,2025-05-27,-2,False
15234221,8132821,"Rack ATS, 230V, 16A, C20 in, (8) C13 (1) C19 out",Supplier_B87D09,2025-04-30,2025-04-15,-15,False
15235613,8050946,"RITTAL Rangerpanel 482,6mm(19 Inch)",Supplier_894681,2025-05-26,2025-05-26,0,False
15235613,8050946,"RITTAL Rangerpanel 482,6mm(19 Inch)",Supplier_894681,2025-05-26,2025-05-26,0,False
15233067,8052743,Schneider HPFI modul Vigi iC60 25A 2P 30mA cl. A A9W21225,Supplier_16ABF0,2025-03-21,2025-03-21,0,False
15233067,8074923,Miniature Circuit Breaker ACTI9 IC60N 2P 10A C,Supplier_16ABF0,2025-03-21,2025-03-21,0,False
15233067,8115874,Auxiliary contact iOF 1OC 2mA til 100mA,Supplier_16ABF0,2025-03-21,2025-03-21,0,False
15233067,8130231,Patchpanel for KJX jacks Empty 24 ports panel. 1U. Black,Supplier_16ABF0,2025-03-21,2025-03-21,0,False
15233067,8130269,Shielded Modular Jack KJX Series CAT6A (Type no: 760253419),Supplier_16ABF0,2025-03-21,2025-03-21,0,False
15232485,8088306,"Connector KAT6A RJ45 tool free ST, type AC6JAKS000DC",Supplier_16ABF0,2025-03-24,2025-03-21,-3,False
15232485,8131884,Acti9 IC60H 2P 3A C miniature circuit breaker,Supplier_16ABF0,2025-03-24,2025-03-21,-3,False
15233074,8060016,"Patch Cable Cat.6A, S/FTP, LSZH, 0,5m, White",Supplier_BE4445,2025-03-25,2025-03-24,-1,False
15231838,8057378,CERTIFICATE,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8057378,CERTIFICATE,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131687,PETZL LANYARD GRILLON 2M HOOK 2 M,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131688,PETZL LANYARD ABSORBICA-Y MGO EUR 8 80cm,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131689,PETZL HARNESS VOLT WIND S1 BLACK/YELLOW,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131690,PETZL OK TRIACT-LOCK CARABINER,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131691,PETZL CARABINER OMNI TRIACT-LOCK TRIACT-LOCK,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131692,URSUIT RDS WIND ENERGY IMMERSION SU SIZE LARGE. MODEL 5106 ORANGE/BLACK,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131693,KONG FROG CONNECTOR VER. II KIT W/DMM CARABINER,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131694,"OFFSHORE BAG, BLACK",Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231838,8131695,EMG LIFTING BACK PACK WLL 25KG,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,INHERENT MULTINORM JACKET ORANGE/NAVY BLUE Inc Semco logo front and back,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,MULTINORM CRAFTSMEN WINTERJACKET ORANGE/NAVY BLUE Inc Semco logo front and back,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,INHERENT MULTINORM TROUSERS ORANGE/NAVY BLUE,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,FLAME RETARDANT LONG SLEEVES T-SHIRT L,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,FLAME RETARDANT T-SHIRT L,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,FLAME RETARDANT LONG JOHNS L,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,FLAME RETARDANT LONG SLEEVES T-SHIRT L,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,SYNTHETIC LEATHER GLOVE TEGERA 517 SIZE 9,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231891,8071583,N Male Crimp CFD400 Jyebao,Supplier_6F8465,2025-02-28,2025-02-27,-1,False
15231891,8107847,"FF600, LMR600 coax N-con",Supplier_6F8465,2025-02-28,2025-02-27,-1,False
15233921,8071686,"HMI Panel 3,5 Inch TFT Colour",Supplier_2DA822,2025-04-25,2025-04-23,-2,False
15234007,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_894681,2025-04-17,2025-04-22,5,True
15234007,8050946,"RITTAL Rangerpanel 482,6mm(19 Inch)",Supplier_894681,2025-04-17,2025-04-22,5,True
15231837,8064159,ROLLER HIGH XL+ S3 UK SIZE 8,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,PETZL VERTEX HELMET WHITE WHITE,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,SEMCO LOGO - SMALL,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,SEMCO LOGO - LARGE,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,TRANSFER LOGO ATTACHMENT,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8064159,PETZL ACCU CORE RECHARGEABLE BATTERY COMPATIBLE WITH PET,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8115628,PETZL VIZIR SHADOW FACE SHIELD TINTED EYE SHIELD WITH EASYCLIP SYSTEM F,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8115629,PETZL ARIA 1R HEADLAMP BLACK / YELLOW,Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15231837,8115631,"KNEE PAD, BLACK",Supplier_4FBB6C,2025-03-11,2025-03-11,0,False
15235663,8108788,BLITZDUCTORconnect BCO ML2 BD 24,Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15235663,8108789,"BLITZDUCTOR connect, TYPE: BCO CL2 BD HC10A 24",Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15235663,8108789,"BLITZDUCTOR connect, TYPE: BCO CL2 BD HC10A 24",Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15235663,8108833,Surge protection - DEHN BLITZDUCTORconnect - BCO CL2 B 180,Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15235663,8121818,BCO ML2 BD 12 927242,Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15234007,8067983,RITTAL Blanking Panel 19 inch 1U (2 pcs/pkg),Supplier_894681,2025-04-17,2025-04-22,5,True
15234007,8077275,"RITTAL Connection Cable for LED System Light, 3m, Orange, 5pcs. pr. pkg.",Supplier_894681,2025-04-17,2025-04-22,5,True
15234007,8083083,"Rittal Blanking Panel DK, 19 Inch 482.6mm 3U 2 PCS/PKG",Supplier_894681,2025-04-17,2025-04-22,5,True
15231233,8106307,DNH ht plader including acid treatment,Supplier_F9060B,2025-02-28,2025-02-28,0,False
15231233,8106307,DNH ht plader including acid treatment,Supplier_F9060B,2025-02-28,2025-02-28,0,False
15231233,8106307,DNH ht plader including acid treatment,Supplier_F9060B,2025-02-28,2025-02-28,0,False
15231233,8106307,DNH ht plader including acid treatment,Supplier_F9060B,2025-02-28,2025-02-28,0,False
15232876,8032503,Self-Amalgamating Tape 25x10mm,Supplier_16ABF0,2025-03-25,2025-03-20,-5,False
